class,height,width,red,green,blue,hue,saturation,value
black_totem,1.24,0.25,30.136132315521632,29.755725190839698,29.755725190839698,0.0,75.83715012722647,30.136132315521632
green_totem,1.24,0.25,11.214711729622266,130.14512922465207,9.570576540755466,56.831013916500986,236.15506958250495,130.14512922465207
black_totem,1.24,0.25,19.33484162895928,18.1447963800905,18.21266968325792,0.8914027149321267,87.95475113122173,19.457013574660635
surmark46104,1.24,0.25,152.91176470588235,152.88235294117646,152.88235294117646,0.0,0.029411764705882353,152.91176470588235
surmark46104,1.24,0.25,135.92125317527518,135.91955969517358,135.91955969517358,0.15241320914479253,0.0059271803556308214,135.9229466553768
red_totem,1.24,0.25,105.05381944444444,12.881944444444443,12.881944444444443,0.15625,226.16666666666666,105.05555555555554
buoy_red,2.5,2.0,105.05381944444444,12.881944444444443,12.881944444444443,0.15625,226.16666666666666,105.05555555555554
red_totem,1.24,0.25,114.63223140495869,3.4008264462809916,3.4008264462809916,0.0,248.36363636363637,114.63223140495869
buoy_red,2.5,2.0,114.63223140495869,3.4008264462809916,3.4008264462809916,0.0,248.36363636363637,114.63223140495869
surmark950400,1.0,0.3,90.9045780474352,138.0226144511859,112.76006618863762,74.22448979591837,89.78819635962493,138.0226144511859
green_totem,1.24,0.25,28.68995215311005,123.99904306220095,27.482296650717704,51.407655502392345,213.9712918660287,124.0
red_totem,1.24,0.25,112.75221238938053,16.331858407079647,16.331858407079647,0.0,229.06194690265485,112.75221238938053
buoy_red,2.5,2.0,112.75221238938053,16.331858407079647,16.331858407079647,0.0,229.06194690265485,112.75221238938053
red_totem,1.24,0.25,117.84408602150538,8.661290322580646,8.661290322580646,0.0,236.7706093189964,117.84408602150538
buoy_red,2.5,2.0,117.84408602150538,8.661290322580646,8.661290322580646,0.0,236.7706093189964,117.84408602150538
red_totem,1.24,0.25,130.24587155963303,19.306422018348623,19.306422018348623,0.0,230.75963302752294,130.24587155963303
buoy_red,2.5,2.0,130.24587155963303,19.306422018348623,19.306422018348623,0.0,230.75963302752294,130.24587155963303
red_totem,1.24,0.25,108.97446808510638,18.391489361702128,18.391489361702128,0.0,224.3744680851064,108.97446808510638
buoy_red,2.5,2.0,108.97446808510638,18.391489361702128,18.391489361702128,0.0,224.3744680851064,108.97446808510638
yellow_totem,1.24,0.25,123.41884816753928,123.41884816753928,19.42931937172775,26.8586387434555,226.91623036649216,123.41884816753928
surmark46104,1.24,0.25,112.68900343642612,112.68900343642612,112.68900343642612,0.6185567010309279,0.024054982817869414,112.69587628865979
surmark950400,1.0,0.3,67.48269410664172,102.0598690364827,83.29934518241348,74.15902712815716,91.01870907390084,102.0598690364827
surmark46104,1.24,0.25,112.30155210643015,112.29711751662971,112.29711751662971,0.29933481152993346,0.01662971175166297,112.3048780487805
surmark950400,1.0,0.3,86.89750692520775,131.92059095106185,107.77008310249307,74.04432132963989,88.13481071098799,131.92059095106185
black_totem,1.24,0.25,19.422277639235247,19.36076475477972,19.36076475477972,0.22443890274314215,3.7747298420615127,19.424771404821282
polyform_a7,1.0,1.0,2.7822141560798546,1.3938294010889292,1.3938294010889292,0.0,81.71869328493648,2.7822141560798546
polyform_a5,0.68,0.68,2.7822141560798546,1.3938294010889292,1.3938294010889292,0.0,81.71869328493648,2.7822141560798546
polyform_a3,0.43,0.43,2.7822141560798546,1.3938294010889292,1.3938294010889292,0.0,81.71869328493648,2.7822141560798546
yellow_totem,1.24,0.25,134.53370786516854,134.53370786516854,7.213483146067415,28.820224719101123,238.97191011235955,134.53370786516854
surmark950400,1.0,0.3,57.540075309306076,90.64497041420118,74.02044109736417,75.3652501344809,96.87466379774071,90.64497041420118
black_totem,1.24,0.25,36.68277945619335,35.595166163142,35.595166163142,0.18126888217522658,82.30815709969788,36.68479355488419
red_totem,1.24,0.25,102.27403846153847,0.11057692307692309,0.11057692307692309,0.0,254.7019230769231,102.27403846153847
buoy_red,2.5,2.0,102.27403846153847,0.11057692307692309,0.11057692307692309,0.0,254.7019230769231,102.27403846153847
surmark46104,1.24,0.25,121.35575888051667,121.34930032292787,121.34930032292787,0.04843918191603875,0.007534983853606027,121.35629709364908
red_totem,1.24,0.25,125.08035714285714,10.839285714285714,10.839285714285714,0.0,230.7142857142857,125.08035714285714
buoy_red,2.5,2.0,125.08035714285714,10.839285714285714,10.839285714285714,0.0,230.7142857142857,125.08035714285714
green_totem,1.24,0.25,30.902052238805968,124.15391791044776,29.71921641791045,50.11473880597015,208.8917910447761,124.15485074626865
red_totem,1.24,0.25,112.15597667638484,22.362973760932945,22.362973760932945,0.13119533527696792,216.88483965014578,112.15743440233236
buoy_red,2.5,2.0,112.15597667638484,22.362973760932945,22.362973760932945,0.13119533527696792,216.88483965014578,112.15743440233236
green_totem,1.24,0.25,25.93188548864758,124.79368213228035,24.66929911154985,52.999012833168806,221.02171767028625,124.79565646594274
red_totem,1.24,0.25,217.79401993355484,27.78405315614618,27.78405315614618,0.0,223.28239202657807,217.79401993355484
buoy_red,2.5,2.0,217.79401993355484,27.78405315614618,27.78405315614618,0.0,223.28239202657807,217.79401993355484
surmark950400,1.0,0.3,50.72241579558653,83.46806039488966,68.01103368176538,76.44715447154472,104.42624854819977,83.46806039488966
polyform_a7,1.0,1.0,2.7326653306613227,1.3551102204408818,1.3551102204408818,0.0,86.20440881763527,2.7326653306613227
polyform_a5,0.68,0.68,2.7326653306613227,1.3551102204408818,1.3551102204408818,0.0,86.20440881763527,2.7326653306613227
polyform_a3,0.43,0.43,2.7326653306613227,1.3551102204408818,1.3551102204408818,0.0,86.20440881763527,2.7326653306613227
black_totem,1.24,0.25,30.661961367013372,30.40936106983655,30.40936106983655,0.0,56.74368499257058,30.661961367013372
red_totem,1.24,0.25,125.05675146771037,6.939334637964775,6.939334637964775,0.0,244.7514677103718,125.05675146771037
buoy_red,2.5,2.0,125.05675146771037,6.939334637964775,6.939334637964775,0.0,244.7514677103718,125.05675146771037
green_totem,1.24,0.25,23.73818181818182,112.77545454545455,22.272727272727273,48.70272727272727,203.26090909090908,112.77545454545455
red_totem,1.24,0.25,162.98340248962657,5.838174273858921,5.838174273858921,0.0,247.50622406639005,162.98340248962657
buoy_red,2.5,2.0,162.98340248962657,5.838174273858921,5.838174273858921,0.0,247.50622406639005,162.98340248962657
blue_totem,1.24,0.25,21.97877358490566,19.73820754716981,130.80188679245282,112.97641509433961,229.83018867924528,130.80188679245282
blue_totem,1.24,0.25,20.059701492537314,18.12313432835821,121.25,111.5820895522388,227.88059701492537,121.25
green_totem,1.24,0.25,15.190854870775347,122.79423459244532,13.828031809145127,53.59045725646123,224.2266401590457,122.7952286282306
black_totem,1.24,0.25,19.699092088197144,19.651102464332034,19.651102464332034,0.0,2.1712062256809337,19.699092088197144
surmark46104,1.24,0.25,105.39727195225916,105.39727195225916,105.39727195225916,0.0,0.0,105.39727195225916
blue_totem,1.24,0.25,22.502325581395347,20.29767441860465,129.37674418604652,110.00930232558139,226.91162790697675,129.37906976744185
red_totem,1.24,0.25,107.64102564102565,17.452991452991455,17.452991452991455,0.0,223.9017094017094,107.64102564102565
buoy_red,2.5,2.0,107.64102564102565,17.452991452991455,17.452991452991455,0.0,223.9017094017094,107.64102564102565
red_totem,1.24,0.25,169.43579766536965,11.996108949416342,11.996108949416342,0.0,232.3657587548638,169.43579766536965
buoy_red,2.5,2.0,169.43579766536965,11.996108949416342,11.996108949416342,0.0,232.3657587548638,169.43579766536965
red_totem,1.24,0.25,179.78006872852234,29.309278350515463,29.309278350515463,0.0,217.21993127147766,179.78006872852234
buoy_red,2.5,2.0,179.78006872852234,29.309278350515463,29.309278350515463,0.0,217.21993127147766,179.78006872852234
surmark950410,1.24,0.25,77.63886500429923,31.221840068787618,28.973344797936374,1.0,158.88220120378332,77.63886500429923
black_totem,1.24,0.25,29.985888993414864,28.857949200376293,28.857949200376293,0.16933207902163688,87.39134524929445,29.98777046095955
surmark950410,1.24,0.25,161.83266291230893,58.895414320193076,53.97023330651649,1.1166532582461786,168.72164119066773,161.83266291230893
blue_totem,1.24,0.25,15.460377358490566,12.30566037735849,176.22264150943397,112.55849056603773,232.16603773584905,176.22264150943397
green_totem,1.24,0.25,23.749708963911523,174.15250291036088,20.952270081490106,52.46915017462165,219.23632130384166,174.15599534342257
surmark46104,1.24,0.25,120.74434957307886,120.73430436966349,120.73430436966349,0.22601707684580616,0.01858362631843295,120.7468608739327
green_totem,1.24,0.25,11.188796680497925,131.40663900414938,8.537344398340249,58.19917012448133,243.66390041493776,131.40663900414938
red_totem,1.24,0.25,107.2168284789644,15.106796116504855,15.106796116504855,0.0,229.9644012944984,107.2168284789644
buoy_red,2.5,2.0,107.2168284789644,15.106796116504855,15.106796116504855,0.0,229.9644012944984,107.2168284789644
blue_totem,1.24,0.25,17.515294117647056,17.475294117647056,111.78117647058822,111.53882352941176,231.85176470588235,111.78117647058822
surmark950410,1.24,0.25,79.06455142231947,31.921225382932164,29.571115973741794,1.0,158.75492341356673,79.06455142231947
black_totem,1.24,0.25,15.756291390728476,14.70066225165563,14.70066225165563,0.0,103.28079470198675,15.756291390728476
black_totem,1.24,0.25,13.278711484593838,11.225490196078432,11.225490196078432,0.0,98.02380952380952,13.278711484593838
black_totem,1.24,0.25,17.58843373493976,17.47277108433735,17.47277108433735,0.0,10.686746987951807,17.58843373493976
red_totem,1.24,0.25,203.8951048951049,27.153846153846153,27.153846153846153,0.0,217.06993006993008,203.8951048951049
buoy_red,2.5,2.0,203.8951048951049,27.153846153846153,27.153846153846153,0.0,217.06993006993008,203.8951048951049
blue_totem,1.24,0.25,19.27941176470588,16.18014705882353,176.875,111.43382352941177,226.74264705882354,176.87867647058823
